,D614G_IC50,BA1_IC50,BA2_IC50,BA3_IC50,SARS_IC50,BA1_1_IC50,BA2_12_1_IC50,BA2_75_IC50,BA5_IC50,BF7_IC50,BA2_13_IC50,BQ1_1_IC50,XBB_IC50,XBB1_5_IC50,XBB1_5_10_IC50,BA5_ELISA_compete_level,paper_reactivity,source,group
GC1846,0.00057,0.00316,0.125,NA,10,NA,NA,0.02104,0.0278,0.02845,NA,0.0125,0.0189,0.0107,NA,0.65455158,cross,BA.1 convalescents reinfection,D3
GC1847,0.0399,10,0.0173,NA,10,NA,NA,0.669,0.0184,0.007534,NA,10,10,10,10,0.459081567,cross,BA.1 convalescents reinfection,D2
GC1848,0.0131,0.00203,0.061,NA,10,NA,NA,0.01171,0.0127,0.003794,NA,0.014,10,10,10,0.488643738,cross,BA.1 convalescents reinfection,D3
GC1849,0.00432,0.00792,0.00326,NA,10,NA,NA,0.008894,0.00118,0.0009737,NA,0.119,10,10,10,0.769306045,cross,BA.1 convalescents reinfection,D2
GC1850,0.000904,0.00717,0.00105,NA,10,NA,NA,0.01311,10,0.0001966,NA,10,10,10,10,0.733271426,cross,BA.2 convalescents reinfection,D2
GC1851,0.0118,0.17,0.0829,NA,10,NA,NA,0.05653,0.209,10,NA,10,10,10,10,0.362940161,cross,BA.2 convalescents reinfection,E1/E2.1
GC1852,0.194,10,0.00314,NA,10,NA,NA,10,0.000952,0.0003812,NA,0.00288,10,10,10,0.663572009,specific,BA.2 convalescents reinfection,D2
GC1853,0.00894,0.0348,0.056,NA,10,NA,NA,0.03081,0.196,10,NA,10,10,10,10,0.561304248,cross,BA.2 convalescents reinfection,E1/E2.1
GC1854,10,0.00145,0.000706,NA,10,NA,NA,0.006758,0.00208,0.0006828,NA,0.0104,2.14,1.84,NA,0.493192541,specific,BA.2 convalescents reinfection,D4
GC1856,10,0.00448,0.00573,NA,10,NA,NA,0.001498,0.00338,0.00498,NA,0.212,10,10,10,0.790245611,specific,BA.1 convalescents reinfection,D3
GC1857,0.00243,0.00069,10,NA,10,NA,NA,0.0002836,0.0357,0.03247,NA,0.0502,0.0965,0.0043,0.006046,0.346819551,cross,BA.1 convalescents reinfection,C/D1
GC1858,10,0.00166,0.00361,NA,10,NA,NA,0.002685,0.00249,0.001423,NA,0.00449,0.0141,0.0083,0.01918,0.589245637,specific,BA.1 convalescents reinfection,A1
GC1859,10,0.00297,0.000733,NA,10,NA,NA,0.1091,0.014,0.006915,NA,0.0464,0.0893,0.037,10,0.584732292,specific,BA.2 convalescents reinfection,A2
GC1860,10,10,10,NA,10,NA,NA,10,10,10,NA,10,10,10,10,0.335444833,cross,BA.1 convalescents reinfection,F1
GC1861,10,0.000829,0.000537,NA,10,NA,NA,0.0005402,0.00541,0.003221,NA,0.0342,0.00796,0.00991,NA,0.832805112,specific,BA.1 convalescents reinfection,D4
GC1863,0.00129,0.0024,10,NA,10,NA,NA,0.001241,0.000569,0.0009695,NA,0.346,10,10,10,0.925702654,cross,BA.1 convalescents reinfection,D2
GC1864,0.0178,0.0218,0.00321,NA,10,NA,NA,0.001483,0.0151,0.612,NA,10,0.138,0.15,NA,0.71942492,cross,BA.2 convalescents reinfection,E1/E2.1
GC1865,10,10,0.00139,NA,10,NA,NA,0.0008672,0.00134,0.001042,NA,0.0282,0.00123,0.00124,0.001074,0.852253899,specific,BA.1 convalescents reinfection,D3
GC1866,10,0.0043,0.00872,NA,10,NA,NA,0.04775,0.0897,0.0344,NA,0.218,0.148,0.161,NA,0.85506239,specific,BA.2 convalescents reinfection,D4
GC1867,10,10,0.00095,NA,10,NA,NA,0.0006795,0.0157,0.007165,NA,0.0225,0.00766,0.0074,NA,0.630555885,specific,BA.1 convalescents reinfection,D4
GC1868,0.0189,10,0.0121,NA,10,NA,NA,10,0.0136,0.007671,NA,10,10,10,10,0.442441934,cross,BA.2 convalescents reinfection,D2
GC1869,10,0.000611,0.00234,NA,10,NA,NA,0.000788,0.00194,0.0007207,NA,0.00223,0.00123,0.000739,0.003773,0.545244576,specific,BA.1 convalescents reinfection,D4
GC1870,10,0.000546,0.00128,NA,10,NA,NA,0.00124,10,0.0002984,NA,0.00115,0.000523,10,0.000731,0.923294384,specific,BA.1 convalescents reinfection,D4
GC1871,10,10,0.0012,NA,10,NA,NA,0.0003637,0.00207,0.001083,NA,0.00526,0.00092,0.00126,0.008465,0.793148222,specific,BA.1 convalescents reinfection,D4
GC1872,0.0102,0.0678,0.00498,NA,10,NA,NA,0.1388,0.00279,0.003604,NA,10,10,10,10,0.869468851,cross,BA.2 convalescents reinfection,D2
GC1873,10,0.000985,0.00333,NA,10,NA,NA,0.003217,0.0023,0.002398,NA,0.00308,0.00323,0.00493,NA,0.662305516,specific,BA.1 convalescents reinfection,D4
GC1874,10,10,10,NA,10,NA,NA,0.0004964,0.00284,0.003773,NA,0.013,0.00821,0.0081,NA,0.638043226,specific,BA.1 convalescents reinfection,D4
GC1875,10,10,0.000872,NA,10,NA,NA,0.0003794,0.00447,0.002,NA,0.0074,0.00232,0.00317,0.00677,0.59323764,specific,BA.2 convalescents reinfection,D4
GC1876,10,10,0.000874,NA,10,NA,NA,0.0008807,0.00126,0.0003716,NA,0.00277,0.000831,10,0.004076,0.822088725,specific,BA.1 convalescents reinfection,D4
GC1877,10,10,0.00136,NA,10,NA,NA,0.000737,0.00432,0.002856,NA,0.00866,0.00193,0.00398,0.02144,0.685629941,specific,BA.1 convalescents reinfection,D4
GC1878,10,0.000913,0.00124,NA,10,NA,NA,0.0004534,10,0.0001984,NA,10,0.0134,0.0072,0.0102,0.924311743,cross,BA.2 convalescents reinfection,D2
GC1879,0.00302,0.00583,0.00929,NA,NA,NA,NA,0.004643,0.00737,0.003769,NA,0.0152,0.0675,0.0599,0.354,0.632407966,cross,BA.1 convalescents reinfection,A1
GC1880,10,10,0.00228,NA,10,NA,NA,0.0003673,10,0.0001024,NA,0.000757,10,10,0.000547,0.512500808,specific,BA.1 convalescents reinfection,D4
GC1881,10,10,0.00137,NA,10,NA,NA,0.0006934,0.000978,0.0004641,NA,0.00169,0.000782,10,0.001606,0.871678401,specific,BA.1 convalescents reinfection,D4
GC1882,10,0.000733,0.0028,NA,10,NA,NA,0.001088,10,0.0001953,NA,0.0021,0.00214,0.000947,0.002477,0.920730046,specific,BA.1 convalescents reinfection,D4
GC1883,10,0.000556,0.00102,NA,10,NA,NA,0.0003718,0.00355,0.002652,NA,0.0134,0.00297,0.00232,NA,0.69912293,specific,BA.1 convalescents reinfection,D4
GC1884,10,0.000637,0.00117,NA,10,NA,NA,0.000359,10,0.0003705,NA,0.00179,0.00161,0.000782,0.002104,0.852021995,specific,BA.1 convalescents reinfection,D4
GC1886,0.469,0.000526,0.00218,NA,10,NA,NA,0.0005323,10,8.1e-05,NA,10,0.000928,10,0.000732,0.889481238,specific,BA.2 convalescents reinfection,D4
GC1888,10,0.00268,0.0134,NA,10,NA,NA,0.006098,0.0697,0.03957,NA,0.0348,10,10,10,0.77008631,specific,BA.1 convalescents reinfection,B
GC1889,10,0.000625,0.00359,NA,10,NA,NA,0.001059,0.000795,0.0001883,NA,0.00178,0.00365,0.00395,NA,0.877540075,specific,BA.2 convalescents reinfection,D4
GC1890,0.00136,0.000642,0.00168,NA,10,NA,NA,0.0009903,0.000635,0.000556,NA,0.0192,0.0491,0.021,0.03601,0.934848321,cross,BA.1 convalescents reinfection,D2
GC1891,0.012,10,10,NA,10,NA,NA,2.29e-05,10,6.61e-06,NA,0.0505,0.0296,0.0313,NA,0.897715431,cross,BA.2 convalescents reinfection,D2
GC1893,10,0.00373,0.00324,NA,10,NA,NA,0.001197,10,0.0001506,NA,0.00375,0.00113,0.000826,0.003676,0.605497366,specific,BA.2 convalescents reinfection,F3
GC1894,10,10,0.0164,NA,10,NA,NA,10,0.0174,0.04866,NA,10,10,10,10,0.525292894,specific,BA.2 convalescents reinfection,D2
GC1895,0.436,0.000675,0.00219,NA,10,NA,NA,0.0006673,10,0.0004644,NA,0.00849,0.00102,10,0.000895,0.912060636,specific,BA.1 convalescents reinfection,D3
GC1896,10,0.000543,0.00595,NA,10,NA,NA,0.0004121,0.00744,0.01907,NA,0.0601,0.00754,0.00537,0.006266,0,specific,BA.1 convalescents reinfection,D3
GC1897,0.0109,0.0366,0.0334,NA,10,NA,NA,0.01823,0.0732,0.5821,NA,10,0.267,0.604,NA,0.140524438,cross,BA.1 convalescents reinfection,E1/E2.1
GC1898,0.891,10,0.00281,NA,10,NA,NA,0.001043,10,0.0002217,NA,0.00246,0.0011,10,0.002183,0.575739368,specific,BA.1 convalescents reinfection,D4
GC1900,10,0.000651,0.00171,NA,10,NA,NA,0.0006818,10,0.000337,NA,0.008,0.000948,10,0.00123,0.523743147,specific,BA.1 convalescents reinfection,D4
GC1901,10,0.000549,0.0153,NA,10,NA,NA,0.004268,0.00733,0.007347,NA,0.0173,0.012,0.00509,NA,0.593336376,specific,BA.1 convalescents reinfection,D4
GC1902,0.0101,10,10,NA,10,NA,NA,0.0001314,10,5.57e-05,NA,0.0339,0.00662,0.00389,0.009099,0.785167533,cross,BA.2 convalescents reinfection,D2
GC1903,10,0.00999,0.0196,NA,10,NA,NA,0.01989,0.0186,0.01513,NA,0.0455,10,10,10,0.505200832,specific,BA.2 convalescents reinfection,D3
GC1904,10,10,0.0471,NA,10,NA,NA,0.0955,0.0357,0.02616,NA,0.059,0.0742,0.0994,0.1402,0.318406958,specific,BA.2 convalescents reinfection,F3
GC1905,10,0.0182,0.0194,NA,10,NA,NA,0.1542,0.0128,0.01056,NA,0.0973,0.293,0.195,NA,0.600822106,specific,BA.2 convalescents reinfection,B
GC1907,10,0.0135,0.0712,NA,10,NA,NA,0.02565,0.0476,0.4055,NA,10,10,10,10,0.249715662,specific,BA.1 convalescents reinfection,D3
GC1908,10,10,10,NA,10,NA,NA,0.0003393,10,0.0001044,NA,0.000928,0.000925,10,0.001231,0.923743808,specific,BA.1 convalescents reinfection,D4
GC1912,10,10,10,NA,10,NA,NA,9.98e-05,10,0.0001917,NA,10,0.00387,0.000574,0.00316,0.892381493,specific,BA.1 convalescents reinfection,D4
GC1914,10,0.0907,0.00827,NA,10,NA,NA,0.02911,0.0131,0.007922,NA,10,10,10,10,0.6127952,specific,BA.2 convalescents reinfection,D2
GC1915,0.0126,0.159,0.000776,NA,10,NA,NA,0.04911,0.00109,0.0008844,NA,10,10,10,10,0.865665185,cross,BA.2 convalescents reinfection,D2
GC1916,0.0454,0.31,0.0468,NA,10,NA,NA,0.0336,0.0563,10,NA,10,0.273,0.212,NA,0.413593005,cross,BA.1 convalescents reinfection,E1/E2.1
GC1918,10,0.0122,0.00202,NA,10,NA,NA,0.02935,0.00824,0.004044,NA,0.0454,0.0103,0.0106,0.05505,0.728606965,specific,BA.2 convalescents reinfection,A1
GC1919,10,0.00157,0.0199,NA,10,NA,NA,0.001438,0.017,0.02985,NA,10,10,10,10,0.202354993,specific,BA.1 convalescents reinfection,D3
GC1920,10,0.0021,0.00622,NA,10,NA,NA,0.003355,0.00447,0.01428,NA,0.798,10,10,10,0.635445878,specific,BA.1 convalescents reinfection,D3
GC1921,0.0172,0.0206,0.00337,NA,10,NA,NA,0.01666,10,10,NA,10,10,10,10,0.043100326,cross,BA.1 convalescents reinfection,E1/E2.1
GC1922,0.0248,10,10,NA,10,NA,NA,0.0004593,0.0234,0.01276,NA,0.0341,0.077,10,10,0.586601874,specific,BA.1 convalescents reinfection,C/D1
GC1923,10,0.0021,0.0036,NA,10,NA,NA,0.003162,0.00777,0.007058,NA,0.194,10,10,10,0.451482059,specific,BA.1 convalescents reinfection,D3
GC1924,0.0692,0.115,0.075,NA,NA,NA,NA,0.1017,10,10,NA,10,10,10,10,0.302504817,cross,BA.1 convalescents reinfection,E2.2
GC1926,0.733,10,10,NA,10,NA,NA,0.0002565,0.0209,0.01481,NA,0.0186,0.269,10,10,0.380102041,specific,BA.1 convalescents reinfection,C/D1
GC1927,10,10,10,NA,10,NA,NA,0.0008635,10,0.0001089,NA,0.00122,0.002,0.000847,0.000664,0.820958466,specific,BA.1 convalescents reinfection,D4
GC1928,10,0.00339,0.00469,NA,10,NA,NA,0.01147,0.00588,0.004867,NA,0.0119,0.00814,0.00782,0.01166,0.912641595,specific,BA.1 convalescents reinfection,A2
GC1929,0.000638,10,10,NA,10,NA,NA,0.001858,0.000623,0.0005815,NA,0.00179,0.00151,0.000901,0.002472,0.566074065,cross,BA.1 convalescents reinfection,A1
GC1931,0.000669,0.0244,10,NA,10,NA,NA,0.01056,10,0.0005051,NA,10,10,10,10,0.904740148,cross,BA.1 convalescents reinfection,D2
GC1934,0.0227,10,10,NA,10,NA,NA,5.4e-05,10,0.000154,NA,0.688,0.44,10,10,0.556444585,specific,BA.1 convalescents reinfection,D2
GC1935,0.247,0.198,0.0432,NA,10,NA,NA,0.03255,10,10,NA,10,10,10,10,0.366504725,cross,BA.1 convalescents reinfection,E2.2
GC1936,0.339,6e-04,10,NA,10,NA,NA,0.0003867,0.000591,0.001264,NA,0.0948,0.0373,0.0497,NA,0.893243915,specific,BA.1 convalescents reinfection,D3
GC1937,1.93,0.000587,10,NA,10,NA,NA,0.0005759,0.0272,0.01096,NA,0.0166,0.0155,0.00779,0.01628,0.358041032,specific,BA.1 convalescents reinfection,C/D1
GC1938,0.0223,0.471,0.276,NA,10,NA,NA,0.1959,0.465,10,NA,10,10,10,10,0.66084766,cross,BA.2 convalescents reinfection,E1/E2.1
GC1939,10,0.000715,10,NA,10,NA,NA,0.002328,0.000762,0.0006075,NA,0.00498,0.0135,0.0036,0.5842,0.72209776,specific,BA.1 convalescents reinfection,A2
GC1940,0.32,0.546,0.132,NA,10,NA,NA,0.05077,10,10,NA,10,10,10,10,0.097432725,cross,BA.2 convalescents reinfection,E2.2
GC1941,0.00413,0.121,0.0112,NA,10,NA,NA,0.096,0.00821,0.06897,NA,10,10,10,10,0.681257436,cross,BA.2 convalescents reinfection,E1/E2.1
GC1942,0.00105,0.0195,0.0258,NA,10,NA,NA,0.04981,0.015,0.02002,NA,10,10,10,10,0.461956901,cross,BA.1 convalescents reinfection,D2
GC1943,0.0703,0.114,0.0378,NA,10,NA,NA,0.01606,0.62,0.7663,NA,10,0.248,0.348,NA,0.006139678,cross,BA.2 convalescents reinfection,E2.2
GC1944,0.251,0.34,0.054,NA,10,NA,NA,0.03032,10,10,NA,10,10,10,10,0.469913606,cross,BA.1 convalescents reinfection,E2.2
GC1945,0.36,0.177,0.0718,NA,NA,NA,NA,0.05493,0.66,0.7365,NA,10,1.31,1.03,NA,0.153425656,cross,BA.2 convalescents reinfection,E2.2
GC1946,0.00158,0.00187,0.00474,NA,10,NA,NA,0.004063,0.00233,0.002101,NA,0.0101,0.666,0.904,NA,0.631864162,cross,BA.1 convalescents reinfection,D3
GC1948,0.0164,0.00881,0.0176,NA,10,NA,NA,0.02078,0.01,0.02009,NA,0.097,1.18,2.31,NA,0.704601169,cross,BA.1 convalescents reinfection,D3
GC1950,0.00298,0.00309,0.00497,NA,10,NA,NA,0.003232,0.00221,0.001197,NA,0.017,0.0348,0.0132,0.007896,0.761797753,cross,BA.1 convalescents reinfection,A2
GC1951,10,0.000515,10,NA,10,NA,NA,0.0002709,10,4.9e-05,NA,0.0026,0.041,10,10,0.88827023,specific,BA.1 convalescents reinfection,C/D1
GC1953,0.0971,0.0184,0.032,NA,NA,NA,NA,0.05828,0.0243,0.03375,NA,0.14,6.5,7.23,NA,0.702734953,cross,BA.1 convalescents reinfection,E1/E2.1
GC1954,10,10,10,NA,10,NA,NA,10,10,10,NA,10,10,10,10,0,cross,BA.1 convalescents reinfection,F1
GC1955,0.205,0.12,0.0437,NA,NA,NA,NA,0.03049,0.322,0.3417,NA,0.981,0.9397,0.453,NA,0.074735691,cross,BA.2 convalescents reinfection,E2.2
GC1956,10,10,10,NA,10,NA,NA,10,10,10,NA,10,10,10,10,0.058477381,cross,BA.1 convalescents reinfection,F1
GC1958,0.0513,0.00947,0.00206,NA,NA,NA,NA,0.0103,0.000936,0.001172,NA,10,10,10,10,0.390133831,specific,BA.2 convalescents reinfection,D2
GC1962,10,0.000502,10,NA,10,NA,NA,0.000389,10,0.0003378,NA,0.00152,0.000546,0.00121,0.000362,0.938479587,specific,BA.2 convalescents reinfection,D3
GC1963,10,0.000838,0.00794,NA,10,NA,NA,0.008645,0.0061,0.007686,NA,0.0343,0.00878,0.00722,NA,0.901255732,specific,BA.1 convalescents reinfection,D3
GC1964,10,10,10,NA,NA,NA,NA,10,10,10,NA,10,10,10,10,0.333208876,cross,BA.1 convalescents reinfection,F1
GC1965,10,0.000924,10,NA,10,NA,NA,0.001024,0.000788,0.0005706,NA,0.00252,0.0102,0.0194,NA,0.922154567,specific,BA.1 convalescents reinfection,D3
GC1966,10,0.000983,0.00305,NA,10,NA,NA,0.001246,0.00166,0.00113,NA,0.0208,0.216,0.391,NA,0.598890133,specific,BA.1 convalescents reinfection,D3
GC1967,10,0.000816,0.00081,NA,10,NA,NA,0.000456,0.000597,0.0003832,NA,0.0023,0.00561,0.00137,0.000709,0.670986524,specific,BA.1 convalescents reinfection,D3
GC1969,0.01,0.017,0.00463,NA,10,NA,NA,0.004139,0.0133,0.2937,NA,10,0.0592,0.115,NA,0.172711134,cross,BA.2 convalescents reinfection,E1/E2.1
GC1970,10,0.00125,10,NA,10,NA,NA,0.0004516,10,0.0001777,NA,0.00188,0.00104,0.00168,NA,0.811882263,specific,BA.2 convalescents reinfection,D3
GC1972,10,0.00542,0.000835,NA,10,NA,NA,0.01347,0.00175,0.0006519,NA,0.0045,0.0447,0.101,NA,0.548203614,specific,BA.2 convalescents reinfection,D3
GC1973,10,0.00107,0.0269,NA,10,NA,NA,0.002115,0.0189,0.01922,NA,0.0821,0.0372,0.0569,NA,0.381288077,specific,BA.1 convalescents reinfection,D3
GC1974,10,10,10,NA,10,NA,NA,0.0006759,10,0.0001814,NA,0.000687,0.0206,0.0378,NA,0.919320988,specific,BA.1 convalescents reinfection,D3
GC1975,10,0.00125,0.000661,NA,10,NA,NA,0.03339,0.00602,0.002485,NA,0.0186,0.0251,0.0171,NA,0.519982238,specific,BA.1 convalescents reinfection,D4
GC1976,0.0037,0.00592,0.00388,NA,10,NA,NA,0.004491,0.00314,0.00136,NA,0.0102,0.0111,0.00446,0.01238,0.612662586,cross,BA.1 convalescents reinfection,A1
GC1977,10,0.0772,0.0665,NA,10,NA,NA,0.1892,0.0352,0.02733,NA,0.399,10,10,10,0.128205128,specific,BA.2 convalescents reinfection,D3
GC1979,10,0.000572,10,NA,10,NA,NA,0.0005451,10,0.0003952,NA,0.0288,0.0182,0.0294,NA,0.618338316,specific,BA.1 convalescents reinfection,D3
GC1980,10,0.00491,0.00424,NA,10,NA,NA,0.0145,0.00571,0.003978,NA,0.0186,10,10,10,0.541379537,specific,BA.2 convalescents reinfection,D3
GC1981,10,0.00238,10,NA,10,NA,NA,0.008996,0.000662,0.0002311,NA,0.00214,0.0111,0.0147,NA,0.919893514,specific,BA.2 convalescents reinfection,D3
GC1982,10,10,10,NA,10,NA,NA,0.001009,0.000598,0.0005255,NA,0.00362,0.00423,0.00667,NA,0.929345794,specific,BA.1 convalescents reinfection,D3
GC1985,10,0.00209,0.00777,NA,10,NA,NA,0.0224,0.00697,0.008122,NA,0.0433,0.011,0.02,NA,0.454087474,specific,BA.1 convalescents reinfection,D3
GC1986,10,0.00129,0.00208,NA,10,NA,NA,0.003524,0.00199,0.001491,NA,0.00516,0.0068,0.00769,NA,0.713214653,specific,BA.1 convalescents reinfection,D3
GC1988,10,10,10,NA,NA,NA,NA,10,10,10,NA,10,10,10,10,0.443155327,cross,BA.2 convalescents reinfection,F1
GC1989,10,10,10,NA,10,NA,NA,0.0003491,10,3.48e-05,NA,0.00102,0.00312,0.00652,NA,0.713051146,specific,BA.1 convalescents reinfection,D3
GC1990,10,10,10,NA,10,NA,NA,0.0003333,10,0.0002312,NA,0.000529,0.026,0.0252,NA,0.901076487,specific,BA.1 convalescents reinfection,D3
GC1991,10,0.000993,0.00174,NA,10,NA,NA,0.001486,0.00246,0.002022,NA,0.00816,0.00457,0.00619,NA,0.624955473,specific,BA.1 convalescents reinfection,D3
GC1992,10,0.000763,0.000701,NA,10,NA,NA,0.001287,0.00132,0.0009382,NA,0.00452,0.0267,0.0443,NA,0.832599837,specific,BA.1 convalescents reinfection,D3
GC1993,10,10,10,NA,10,NA,NA,0.0003272,10,0.0001777,NA,0.000902,10,0.0301,NA,0.851762115,specific,BA.1 convalescents reinfection,D3
GC1994,10,0.00051,10,NA,10,NA,NA,0.0007118,10,0.0002653,NA,0.00113,0.00773,0.033,NA,0.891416567,specific,BA.1 convalescents reinfection,D3
GC1995,10,10,10,NA,10,NA,NA,0.0006143,0.00143,0.0009517,NA,0.00056,10,10,10,0.775126205,specific,BA.1 convalescents reinfection,C/D1
GC1996,10,0.00069,0.0158,NA,10,NA,NA,0.007333,0.0036,0.007564,NA,0.0336,10,10,10,0.611598746,specific,BA.1 convalescents reinfection,D3
GC1997,10,0.00188,10,NA,10,NA,NA,0.002409,10,0.0002669,NA,0.00139,0.00183,0.00456,0.00362,0.902294943,specific,BA.1 convalescents reinfection,D3
GC1998,10,10,10,NA,10,NA,NA,0.0002216,10,0.0001232,NA,0.000906,0.0149,0.0369,NA,0.689833153,specific,BA.1 convalescents reinfection,D3
GC2000,10,10,0.000669,NA,10,NA,NA,0.0004645,10,0.0003435,NA,0.00106,0.00117,10,0.000979,0.12198366,specific,BA.1 convalescents reinfection,D3
GC2001,10,0.0204,0.00452,NA,10,NA,NA,0.03322,0.00231,0.0008903,NA,0.00654,0.0154,0.0238,NA,0.439485459,specific,BA.1 convalescents reinfection,D3
GC2002,10,0.000609,10,NA,10,NA,NA,0.00162,0.00115,0.0006154,NA,0.00106,0.0173,0.0265,NA,0.880820611,specific,BA.1 convalescents reinfection,D3
GC2003,10,0.00152,0.000789,NA,10,NA,NA,0.006646,0.00275,0.002373,NA,0.00393,0.0228,0.0513,NA,0.8490357,specific,BA.1 convalescents reinfection,D3
GC2004,10,10,10,NA,10,NA,NA,0.0005043,10,0.0002549,NA,10,0.00254,0.0183,NA,0.889600899,specific,BA.1 convalescents reinfection,D3
GC2005,10,10,10,NA,10,NA,NA,0.0006036,0.000502,0.0004083,NA,10,0.00367,0.00549,0.006154,0.743638393,specific,BA.1 convalescents reinfection,D3
GC2006,10,10,10,NA,10,NA,NA,0.001616,0.00138,0.0006088,NA,0.00236,10,10,10,0.909689436,specific,BA.1 convalescents reinfection,D3
GC2007,10,0.000586,0.001,NA,10,NA,NA,0.002121,0.000788,0.001129,NA,0.00389,0.00132,0.00196,0.004436,0.590036256,specific,BA.1 convalescents reinfection,D3
GC2008,10,0.00127,10,NA,10,NA,NA,0.00201,0.00066,0.000628,NA,0.00104,0.0317,0.0171,NA,0.92028777,specific,BA.2 convalescents reinfection,D3
GC2009,10,0.00446,0.00659,NA,10,NA,NA,0.01411,0.00526,0.004041,NA,0.00279,0.0566,0.034,NA,0.699845547,specific,BA.1 convalescents reinfection,D3
GC2010,10,0.00136,10,NA,10,NA,NA,0.002676,0.00127,0.0007362,NA,0.0034,0.00446,0.00175,0.004637,0.769373942,specific,BA.2 convalescents reinfection,D3
GC2011,10,0.000819,0.000901,NA,10,NA,NA,0.003638,0.00119,0.0008948,NA,0.00256,0.00428,0.00247,0.003431,0.533645508,specific,BA.1 convalescents reinfection,D3
GC2012,10,0.00546,0.0192,NA,10,NA,NA,0.003761,0.00323,0.001706,NA,0.0079,0.00276,0.00162,0.00428,0.885114726,specific,BA.1 convalescents reinfection,D3
GC2013,10,0.000513,0.000994,NA,10,NA,NA,0.00168,0.000672,0.0008211,NA,0.000714,0.00232,0.00136,NA,0.829804752,specific,BA.1 convalescents reinfection,D3
GC2014,10,0.00165,0.00158,NA,10,NA,NA,0.006031,0.00335,0.002024,NA,0.00441,10,10,10,0.389322828,specific,BA.2 convalescents reinfection,D3
GC2016,10,0.000609,10,NA,10,NA,NA,0.0009558,0.000538,0.0004696,NA,0.00158,0.0188,0.0101,NA,0.684410646,specific,BA.1 convalescents reinfection,D3
GC2017,10,0.00078,0.00113,NA,10,NA,NA,0.001861,0.00162,0.001442,NA,0.0042,0.00551,0.00376,0.003169,0.78664986,specific,BA.1 convalescents reinfection,D3
GC2018,10,10,10,NA,NA,NA,NA,10,10,10,NA,10,10,10,10,0,cross,BA.2 convalescents reinfection,F1
GC2019,10,10,10,NA,10,NA,NA,0.0006613,0.00109,0.0007397,NA,0.00162,0.0256,0.0108,NA,0.91807843,specific,BA.1 convalescents reinfection,D3
GC2020,10,10,10,NA,NA,NA,NA,10,10,10,NA,10,10,10,10,0.186069626,cross,BA.2 convalescents reinfection,F1
GC2022,10,10,10,NA,10,NA,NA,0.001104,0.000949,0.0004823,NA,0.00242,0.00251,0.00193,0.001778,0.899481519,specific,BA.1 convalescents reinfection,D3
GC2023,10,10,10,NA,10,NA,NA,0.0007342,0.000734,0.001003,NA,0.00884,0.0212,0.0173,NA,0.776843521,specific,BA.1 convalescents reinfection,D3
GC2028,10,10,10,NA,10,NA,NA,0.0005175,0.000716,0.0005451,NA,0.00246,0.0333,0.0176,NA,0.647253363,specific,BA.1 convalescents reinfection,D3
GC2029,0.313,10,10,NA,10,NA,NA,0.0002389,0.00209,0.0009642,NA,0.00135,10,0.0314,1.1921,0.639069449,specific,BA.2 convalescents reinfection,C/D1
GC2030,10,0.000861,10,NA,10,NA,NA,0.0009941,0.00166,0.001486,NA,0.00447,0.0698,0.00422,0.1795,0.66640938,specific,BA.1 convalescents reinfection,C/D1
GC2031,10,10,0.0013,NA,NA,NA,NA,0.002004,0.016,0.005914,NA,0.00812,0.0337,0.0343,NA,0.5178394,specific,BA.1 convalescents reinfection,D3
GC2032,10,0.00483,0.00365,NA,10,NA,NA,0.01203,0.0107,0.006498,NA,0.0165,0.0295,0.0152,NA,0.631544886,specific,BA.1 convalescents reinfection,D3
GC2034,2.37,0.000734,10,NA,10,NA,NA,0.0006939,0.000958,0.0007142,NA,0.00404,0.00175,0.00112,0.001703,0.912324274,specific,BA.1 convalescents reinfection,D3
GC2035,10,10,0.00567,NA,10,NA,NA,0.8865,0.00432,0.001759,NA,0.0772,10,10,10,0.592094595,specific,BA.2 convalescents reinfection,D3
GC2037,10,0.000725,0.0216,NA,10,NA,NA,0.0003725,0.0119,0.01593,NA,0.367,0.194,0.262,NA,0.457013575,specific,BA.1 convalescents reinfection,D3
GC2038,1.25,10,10,NA,10,NA,NA,0.0001207,0.00452,0.001923,NA,0.00568,10,10,10,0.477797646,specific,BA.2 convalescents reinfection,C/D1
GC2039,10,0.000687,10,NA,10,NA,NA,0.0005608,0.000735,0.0004467,NA,0.0011,0.00181,0.00114,0.001334,0.502119263,specific,BA.1 convalescents reinfection,F3
GC2041,0.649,10,10,NA,NA,NA,NA,10,10,10,NA,10,10,10,10,0.532563733,cross,BA.2 convalescents reinfection,F1
GC2042,10,0.036,0.00161,NA,10,NA,NA,0.09314,0.00188,0.003757,NA,0.289,10,10,10,0.658602926,specific,BA.2 convalescents reinfection,D3
GC2043,0.00398,0.0153,0.0077,NA,10,NA,NA,0.01649,0.28,10,NA,10,10,10,10,0,cross,BA.2 convalescents reinfection,E1/E2.1
GC2044,0.188,10,10,NA,NA,NA,NA,10,10,10,NA,10,10,10,10,0.567191184,cross,BA.2 convalescents reinfection,F1
GC2045,0.00913,0.00303,0.000644,NA,10,NA,NA,0.013,0.00126,0.002014,NA,0.0222,0.041,0.048,0.5099,0.620605411,cross,BA.2 convalescents reinfection,A1
